episode,global_step,reward,length,success,final_distance,success_rate_20,mean_reward_20,alpha
282,13935,0.7068287692219011,33,1,0.03426603972911835,1.0,1.258674496138468,0.006375704426318407
283,13965,0.7635068149864672,30,1,0.03400329500436783,1.0,1.2265430804509665,0.00638315686956048
284,14008,-2.2451601766049842,43,1,0.034220725297927856,1.0,0.9850031400416045,0.0063979667611420155
285,14041,0.34298430517315737,33,1,0.03298240527510643,1.0,0.9759688510391857,0.0064041754230856895
286,14073,1.033511810880154,32,1,0.03275315836071968,1.0,0.9269525412702929,0.006411716807633638
287,14110,1.2608635012805447,37,1,0.033908333629369736,1.0,0.9302778670946132,0.006428532302379608
288,14143,1.1751032443344593,33,1,0.034505695104599,1.0,0.9781016691261897,0.0064396788366138935
289,14159,3.727939922064543,16,1,0.03499565273523331,1.0,1.2904985337844113,0.006444292142987251
290,14279,-11.12574618484824,120,0,0.08373595029115677,0.95,0.6299129574419933,0.0064750174060463905
291,14323,-2.357026382982732,44,1,0.03446696326136589,0.95,0.4857155388714748,0.006479320116341114
292,14357,-0.24648758277297134,34,1,0.03209855034947395,0.95,0.34541371947992616,0.006482521537691355
293,14377,2.5633864529430865,20,1,0.024747246876358986,0.95,0.3683307435112077,0.006491757929325104
294,14403,1.6616204313933851,26,1,0.031075408682227135,0.95,0.28784586626756964,0.006506090518087149
295,14424,3.2671994750201696,21,1,0.03211388736963272,0.95,0.40678131682891416,0.006514338310807943
296,14451,2.42973490908742,27,1,0.032521914690732956,0.95,0.3640396719472484,0.006526187527924776
297,14496,0.1989929652586575,45,1,0.03392046317458153,0.95,0.3167576554482805,0.006530698388814926
298,14555,0.22334041344933198,59,1,0.034885067492723465,0.95,0.29257630352722497,0.006551867816597223
299,14675,-11.648841968998312,120,0,0.08398732542991638,0.9,-0.31449254791391984,0.006568985525518656
300,14699,2.713725050091744,24,1,0.032173044979572296,0.9,-0.24177514107851286,0.006568769458681345
301,14734,0.4716934403777122,35,1,0.03498474135994911,0.9,-0.25414153953222535,0.006557687185704708
302,14769,1.5189934365637594,35,1,0.03266853466629982,0.9,-0.21353330616513228,0.006551636382937431
303,14796,1.7306182339787481,27,1,0.03491556644439697,0.9,-0.16517773521551815,0.006551830098032951
304,14827,1.487708038687706,31,1,0.033437978476285934,0.9,0.0214656755491164,0.006545660085976124
305,14846,3.3188035300374032,19,1,0.032636839896440506,0.9,0.1702566367923284,0.006544461473822594
306,14861,3.713552320003509,15,1,0.031186141073703766,0.9,0.30425866224849635,0.006542967166751623
307,14893,0.34099980153143505,32,1,0.0334603413939476,0.9,0.2582654772610408,0.006548110395669937
308,14919,2.549135930836201,26,1,0.03188333660364151,0.9,0.326967111586128,0.006551223807036877
309,14955,0.17435481939464914,36,1,0.034627579152584076,0.9,0.14928785645263304,0.006549909245222807
310,14974,3.7020904938131576,19,1,0.031411997973918915,0.95,0.8906796903857032,0.0065496815368533134
311,14993,3.559598799347877,19,1,0.034104228019714355,0.95,1.1865109495022337,0.006547957193106413
312,15000,-1.5445430713891983,7,0,0.21608060598373413,0.9,1.1216081750714222,0.00654726754873991
